Opening,Opening.1,Title,Director,Cast,Genre,Year,Source,Studio,Production house,Genres,Rating,Combined
MAR,9,hate story 4,Vishal Pandya,Urvashi RautelaVivan BhatenaKaran WahiIhana DhillonGulshan Grover,,2018,,,T-Series,Crime Drama Thriller,3.3,vishal pandya urvashi rautela vivan bhatena karan wahi ihana dhillon gulshan grover crime drama thriller
MAR,9,dil juunglee,Aleya Sen,Saqib SaleemTapsee PannuAbhilash ThapleyalNidhi SinghSrishti SrivastavaAyesha Khaduskar,,2018,,,Pooja Entertainment,Comedy Romance,3.8,aleya sen saqib saleem tapsee pannu abhilash thapleyal nidhi singh srishti srivastava ayesha khaduskar comedy romance
MAR,9,3 storeys,Arjun Mukerjee,Richa ChaddhaPulkit SamratSharman JoshiRenuka ShahaneMasumeh MakhijaLaksh SinghAisha AhmedAnkit Rathi,,2018,,,Excel Entertainment | Open Air Films,Drama,6.9,arjun mukerjee richa chaddha pulkit samrat sharman joshi renuka shahane masumeh makhija laksh singh aisha ahmed ankit rathi drama
MAR,16,raid,Raj Kumar Gupta,Ajay DevgnIleana D'CruzSaurabh Shukla,,2018,,,"T-Series, Panorama Studios",Action Crime Drama Thriller,7.4,raj kumar gupta ajay devgn ileana d' cruz saurabh shukla action crime drama thriller
MAR,23,hichki,Siddharth P Malhotra,Rani Mukerji,,2018,,,Yash Raj Films,Comedy Drama,7.5,siddharth p malhotra rani mukerji comedy drama
MAR,23,shaadi teri bajayenge hum band,Gurpreet Sondh,Rajpal YadavMushtaq KhanRahul BaggaRohit KumarDilbagh SinghNaresh GosainAfreen AlviRadha Bhatt,,2018,,,Rangrezaa Films,Comedy,5.1,gurpreet sondh rajpal yadav mushtaq khan rahul bagga rohit kumar dilbagh singh naresh gosain afreen alvi radha bhatt comedy
MAR,30,baaghi 2,Ahmed Khan,Tiger ShroffDisha PataniManoj BajpayeeRandeep HoodaPrateik Babbar,,2018,,,"Nadiadwala Grandson Entertainment, Fox Star Studios",Action Thriller,4.8,ahmed khan tiger shroff disha patani manoj bajpayee randeep hooda prateik babbar action thriller
APR,6,blackmail,Abhinay Deo,Irrfan KhanKirti KulhariArunoday SinghDivya DuttaOmi Vaidya,,2018,,,"T-Series, RDP Motion Pictures",Comedy Thriller,7.1,abhinay deo irrfan khan kirti kulhari arunoday singh divya dutta omi vaidya comedy thriller
APR,6,missing,Mukul Abhyankar,TabuManoj BajpayeeAnnu Kapoor,,2018,,,"Friday Filmwork, Abundantia Entertainment",Comedy Romance,6.0,mukul abhyankar tabu manoj bajpayee annu kapoor comedy romance
APR,13,october,Shoojit Sircar,Varun DhawanBanita SandhuGitanjali Rao,,2018,,,Rising Sun FilmsKino Works,Drama Romance,7.5,shoojit sircar varun dhawan banita sandhu gitanjali rao drama romance
APR,13,mercury,Karthik Subbaraj,Prabhu DevaSananth ReddyRemya Nambeesan,,2018,,,Pen India Limited,Horror Thriller,6.1,karthik subbaraj prabhu deva sananth reddy remya nambeesan horror thriller
APR,13,zoo,Shlok Sharma,Shweta TripathiShashank AroraRahul Kumar,,2018,,,Bahadur Films,Comedy Drama Horror Romance Thriller,5.5,shlok sharma shweta tripathi shashank arora rahul kumar comedy drama horror romance thriller
APR,20,beyond the clouds,Majid Majidi,Ishaan KhatterMalavika Mohanan,,2018,,,Zee Studios,Talk-Show,,majid majidi ishaan khatter malavika mohanan talk- show
APR,20,nanu ki jaanu,Faraz Haider,PatralekhaaAbhay DeolSapna Chaudhary,,2018,,,Inbox Pictures,Comedy Drama Horror,6.0,faraz haider patralekhaa abhay deol sapna chaudhary comedy drama horror
APR,27,daas dev,Sudhir Mishra,Richa ChaddhaAditi Rao HydariRahul BhatSaurabh ShuklaVipin SharmaVineet Kumar SinghDalip TahilAnurag Kashyap,,2018,,,"Saptrishi Cinevision, Storm Motion Pictures",Drama Thriller,5.2,sudhir mishra richa chaddha aditi rao hydari rahul bhat saurabh shukla vipin sharma vineet kumar singh dalip tahil anurag kashyap drama thriller
APR,27,meri nimmo,M.M Shanklya,Anjali PatilKaran Dave,,2018,,,"Colour Yellow Productions, Eros International",Drama,7.1,m. m shanklya anjali patil karan dave drama
MAY,4,102 not out,Umesh Shukla,Amitabh BachchanRishi Kapoor,,2018,,,Sony Pictures,Comedy Drama,7.4,umesh shukla amitabh bachchan rishi kapoor comedy drama
MAY,4,omerta,Hansal Mehta,Rajkummar Rao,,2018,,,Swiss Entertainment,Short Drama,8.4,hansal mehta rajkummar rao short drama
MAY,11,raazi,Meghna Gulzar,Vicky KaushalAlia Bhatt,,2018,,,"Junglee Pictures, Dharma Productions",Action Drama Thriller,7.8,meghna gulzar vicky kaushal alia bhatt action drama thriller
MAY,11,hope aur hum,Sudip Bandyopadhyay,Naseeruddin ShahSonali KulkarniAamir Bashir,,2018,,,PVR Pictures,Comedy Drama Family,6.2,sudip bandyopadhyay naseeruddin shah sonali kulkarni aamir bashir comedy drama family
MAY,11,falooda,Dhiraj Singh,Aarav NegiGoonj ChandAzharPihu SharmaDhiraj Singh,,2018,,,"Vaibav laxmi Films, Shree S.J Entertainment, Dev Gayatri Entertainment",Comedy,3.8,dhiraj singh aarav negi goonj chand azhar pihu sharma dhiraj singh comedy
MAY,18,high jack,Akash Khurana,Sumeet VyasSonnalli SeygallMantraTaaruk RainaPriyanshu PainyuliKumud MishraNatasha Rastogi,,2018,,,Phantom Films,Comedy,5.3,akash khurana sumeet vyas sonnalli seygall mantra taaruk raina priyanshu painyuli kumud mishra natasha rastogi comedy
MAY,18,khajoor pe atke,Harsh Chhaya,Vinay PathakManoj PahwaSeema PahwaDolly AhluwaliaSabah Kapoor,,2018,,,Welcome Friends Production,Comedy,5.6,harsh chhaya vinay pathak manoj pahwa seema pahwa dolly ahluwalia sabah kapoor comedy
MAY,25,parmanu: the story of pokhran,Abhishek Sharma,John AbrahamDiana PentyBoman Irani,,2018,,,"KAYTA Production, JA Entertainment",Action Drama History,7.6,abhishek sharma john abraham diana penty boman irani action drama history
MAY,25,bioscopewala,Deb Medhekar,Danny DenzongpaGeetanjali ThapaTisca ChopraAdil Hussain,,2018,,,Drama,Drama,7.6,deb medhekar danny denzongpa geetanjali thapa tisca chopra adil hussain drama
JUN,1,veere di wedding,Shashanka Ghosh,Kareena KapoorSonam KapoorSwara BhaskarShikha TalsaniaSumeet Vyas,,2018,,,Balaji Motion Pictures,Comedy,3.2,shashanka ghosh kareena kapoor sonam kapoor swara bhaskar shikha talsania sumeet vyas comedy
JUN,1,bhavesh joshi superhero,Vikramaditya Motwane,Harshvardhan KapoorPriyanshu PainyuliNishikant Kamat,,2018,,,"Phantom Films, Eros International",Action Drama,7.6,vikramaditya motwane harshvardhan kapoor priyanshu painyuli nishikant kamat action drama
JUN,1,phamous,Karan Lalit Butani,Jackie ShroffJimmy SheirgillKay Kay MenonShriya SaranMahie GillPankaj Tripathi,,2018,,,Vidisha Productions Pvt. Ltd.,Comedy Crime Drama Romance,3.8,karan lalit butani jackie shroff jimmy sheirgill kay kay menon shriya saran mahie gill pankaj tripathi comedy crime drama romance
JUN,15,race 3,Remo D'Souza,Salman KhanAnil KapoorBobby DeolJacqueline FernandezSaqib SaleemDaisy ShahFreddy Daruwala,,2018,,,"Tips Films, Salman Khan Films",Action Thriller,1.9,remo d' souza salman khan anil kapoor bobby deol jacqueline fernandez saqib saleem daisy shah freddy daruwala action thriller
JUN,15,lust stories,"Anurag Kashyap, Karan Johar, Zoya Akhtar, Dibakar Banerjee","Radhika Apte, Sanjay Kapoor, Kiara Advani, Vicky Kaushal, Neha Dhupia, Neil Bhoopalam, Bhumi Pednekar, Manisha Koirala, Akash Thosar",,2018,,,"RSVP Movies, Netflix",Drama Romance,6.5,anurag kashyap karan johar zoya akhtar dibakar banerjee radhika apte sanjay kapoor kiara advani vicky kaushal neha dhupia neil bhoopalam bhumi pednekar manisha koirala akash thosar drama romance
JUN,29,sanju,Rajkumar Hirani,Ranbir KapoorVicky KaushalSonam KapoorDia MirzaParesh RawalManisha KoiralaAnushka Sharma,,2018,,,"Rajkumar Hirani Films, Vinod Chopra Films",Biography Drama,7.8,rajkumar hirani ranbir kapoor vicky kaushal sonam kapoor dia mirza paresh rawal manisha koirala anushka sharma biography drama
JUL,6,hanuman vs mahiravana,Ezhil Vendan, ,,2018,,,Green Gold Animations,Animation,7.7,ezhil vendan  animation
JUL,13,soorma,Shaad Ali,Diljit DosanjhTaapsee PannuAngad Bedi,,2018,,,Sony Pictures,Biography Drama Sport,7.4,shaad ali diljit dosanjh taapsee pannu angad bedi biography drama sport
JUL,20,when obama loved osama,Sudhish Kumar Sharma,Mousam SharmaSwati BakshiRahul AvanaMohit BaghelHeena PanchalHemant PandeyVikas Giri,,2018,,,Shape Entertainment,Comedy,4.9,sudhish kumar sharma mousam sharma swati bakshi rahul avana mohit baghel heena panchal hemant pandey vikas giri comedy
JUL,20,dhadak,Shashank Khaitan,Ishaan KhatterJhanvi Kapoor,,2018,,,Dharma Productions,Drama Romance,4.5,shashank khaitan ishaan khatter jhanvi kapoor drama romance
JUL,27,"saheb, biwi aur gangster 3",Tigmanshu Dhulia,Sanjay DuttJimmy SheirgillMahi GillChitrangada Singh,,2018,,,Wave Cinemas,Talk-Show,4.4,tigmanshu dhulia sanjay dutt jimmy sheirgill mahi gill chitrangada singh talk- show
JUL,27,nawabzaade,Jayesh Pradhan,Raghav JuyalPunit PathakDharmesh YelandeIsha Rikhi,,2018,,,Remo D'Souza Entertainment,Comedy Romance,4.5,jayesh pradhan raghav juyal punit pathak dharmesh yelande isha rikhi comedy romance
AUG,3,fanney khan,Atul Manjrekar,Anil KapoorAishwarya Rai BachchanRajkummar RaoKaran Singh ChhabraDivya Dutta,,2018,,,"T-Series, ROMP, AA Films",Comedy Drama Music,4.5,atul manjrekar anil kapoor aishwarya rai bachchan rajkummar rao karan singh chhabra divya dutta comedy drama music
AUG,3,mulk,Anubhav Sinha,Rishi KapoorPrateik BabbarRajat KapoorTaapsee PannuAshutosh RanaManoj PahwaNeena Gupta,,2018,,,Soham Rockstar Entertainment,Drama,6.8,anubhav sinha rishi kapoor prateik babbar rajat kapoor taapsee pannu ashutosh rana manoj pahwa neena gupta drama
AUG,3,brij mohan amar rahe!,Nikhil Bhatt,Arjun MathurNidhi SinghVijayant KohliSunny Hinduja,,2018,,,Yoodlee Films, ,,nikhil bhatt arjun mathur nidhi singh vijayant kohli sunny hinduja 
AUG,3,laxmi and tikli bomb,Aditya Kripalani,Vibhawari DeshpandeSuchitra PillaiChitraganda ChakrabortyUpendra Limaye,,2018,,,Mumba Devi Motion Pictures, ,,aditya kripalani vibhawari deshpande suchitra pillai chitraganda chakraborty upendra limaye 
AUG,3,karwaan,Akarsh Khurana,Irrfan KhanDulquer SalmanMithila PalkarKriti Kharbanda,,2018,,,RSVP Movies,Comedy Drama,7.5,akarsh khurana irrfan khan dulquer salman mithila palkar kriti kharbanda comedy drama
AUG,15,gold,Reema Kagti,Akshay KumarKunal KapoorMouni RoyAmit Sadh,,2018,,,Excel Entertainment,Drama History Sport,7.3,reema kagti akshay kumar kunal kapoor mouni roy amit sadh drama history sport
AUG,15,satyameva jayate,Milap Zaveri,John AbrahamManoj BajpayeeAisha SharmaAmruta Khanvilkar,,2018,,,"T-Series, Emmay Entertainment",Action Crime Drama Thriller,5.7,milap zaveri john abraham manoj bajpayee aisha sharma amruta khanvilkar action crime drama thriller
AUG,24,genius,Anil Sharma,Utkarsh SharmaIshita ChauhanNawazuddin SiddiquiAyesha Jhulka,,2018,,,Soham Rockstar Entertainment,Action Thriller,4.6,anil sharma utkarsh sharma ishita chauhan nawazuddin siddiqui ayesha jhulka action thriller
AUG,24,happy phirr bhag jayegi,Mudassar Aziz,Sonakshi SinhaDiana PentyAli FazalJimmy ShergillJassi Gill,,2018,,,"Eros International, Colour Yellow Productions",Comedy,4.5,mudassar aziz sonakshi sinha diana penty ali fazal jimmy shergill jassi gill comedy
AUG,24,toba tek singh,Ketan Mehta,Pankaj KapurVinay Pathak,,2018,,,Maya Movies,Drama History,7.1,ketan mehta pankaj kapur vinay pathak drama history
AUG,31,yamla pagla deewana: phir se,Navaniat Singh,DharmendraSunny DeolBobby DeolKriti Kharbanda,,2018,,,Pen India Limited,Talk-Show,4.6,navaniat singh dharmendra sunny deol bobby deol kriti kharbanda talk- show
AUG,31,stree,Amar Kaushik,Rajkummar RaoShraddha KapoorAparshakti KhuranaPankaj Tripathi,,2018,,,"Maddock Films, D2R Films",Comedy Horror,7.6,amar kaushik rajkummar rao shraddha kapoor aparshakti khurana pankaj tripathi comedy horror
SEP,1,once again,Kanwal Sethi,Shefali ShahNeeraj Kabi,,2018,,,"Neufilm, JAR Pictures, Crawling Angel Films, Ascending Films, Netflix",Drama Romance,7.0,kanwal sethi shefali shah neeraj kabi drama romance
SEP,7,paltan,J. P. Dutta,Jackie ShroffSonu SoodArjun RampalGurmeet ChoudharySiddhanth KapoorHarshvardhan RaneLuv SinhaEsha GuptaMonica GillSonal ChauhanDipika KakarAditii Arya Sharma,,2018,,,"Zee Studios, J P Films",Action Drama History War,5.3,j. p. dutta jackie shroff sonu sood arjun rampal gurmeet choudhary siddhanth kapoor harshvardhan rane luv sinha esha gupta monica gill sonal chauhan dipika kakar aditii arya sharma action drama history war
SEP,7,laila majnu,Sajid Ali,Mir SarwarAvinash TiwaryTripti DimriRuchika Kapoor,,2018,,,"Pi Films, Balaji Motion Pictures",Drama Romance,7.7,sajid ali mir sarwar avinash tiwary tripti dimri ruchika kapoor drama romance
SEP,7,gali guleiyan,Dipesh Jain,Manoj BajpayeeRanvir ShoreyNeeraj KabiShahana Goswami,,2018,,,PVR Pictures,Talk-Show,,dipesh jain manoj bajpayee ranvir shorey neeraj kabi shahana goswami talk- show
SEP,7,halkaa,Nila Madhab Panda,Ranvir ShoreyPaoli DamTathastuKumud Mishra,,2018,,,"Shiv Nadar Foundation, Akshay Parija Productions, Eleeanora Images",Drama Family,7.2,nila madhab panda ranvir shorey paoli dam tathastu kumud mishra drama family
SEP,14,manmarziyaan,Anurag Kashyap,Abhishek BachchanVicky KaushalTaapsee Pannu,,2018,,,"Eros International, Colour Yellow Productions, Phantom Films",Romance,6.9,anurag kashyap abhishek bachchan vicky kaushal taapsee pannu romance
SEP,14,love sonia,Tabrez Noorani,Mrunal ThakurFreida PintoManoj BajpayeeRajkummar RaoRicha ChaddaAnupam KherAdil HussainSai Tamhankar,,2018,,,"Tamasha Talkies, Womark/Noorani Productions, Love Sonia Films, India Take One Productions",Drama,7.4,tabrez noorani mrunal thakur freida pinto manoj bajpayee rajkummar rao richa chadda anupam kher adil hussain sai tamhankar drama
SEP,14,mitron,Nitin Kakar,Jackky BhagnaniKritika KamraPratik GandhiNeeraj Sood,,2018,,,Abundantiya Entertainment,Comedy,6.9,nitin kakar jackky bhagnani kritika kamra pratik gandhi neeraj sood comedy
SEP,21,batti gul meter chalu,Shree Narayan Singh,Shahid KapoorShraddha KapoorDivyendu SharmaYami Gautam,,2018,,,T-Series,Drama,6.0,shree narayan singh shahid kapoor shraddha kapoor divyendu sharma yami gautam drama
SEP,21,manto,Nandita Das,Nawazuddin SiddiquiTahir Raj BhasinRasika DugalRajshri Deshpande,,2018,,,Viacom 18 Motion Pictures,Biography Drama,7.4,nandita das nawazuddin siddiqui tahir raj bhasin rasika dugal rajshri deshpande biography drama
SEP,21,ishqeria,Prerna Wadhawan,Neil Nitin MukeshRicha Chaddha,,2018,,,Swarp Films & Yen Movies,Comedy Romance,4.1,prerna wadhawan neil nitin mukesh richa chaddha comedy romance
SEP,28,sui dhaaga,Sharat Katariya,Varun DhawanAnushka Sharma,,2018,,,Yash Raj Films,Comedy Drama,6.8,sharat katariya varun dhawan anushka sharma comedy drama
SEP,28,pataakha,Vishal Bhardwaj,Sanya MalhotraSunil GroverRadhika Madan,,2018,,,"Kayta Productions, Vishal Bhardwaj Films",Action Comedy Drama,7.2,vishal bhardwaj sanya malhotra sunil grover radhika madan action comedy drama
OCT,5,loveyatri,Abhiraj Minawala,Aayush SharmaWarina Hussain,,2018,,,Salman Khan Films,Drama Romance,3.0,abhiraj minawala aayush sharma warina hussain drama romance
OCT,5,andhadhun,Sriram Raghavan,Ayushman KhuranaTabuRadhika Apte,,2018,,,Viacom 18 Motion Pictures,Crime Thriller,8.3,sriram raghavan ayushman khurana tabu radhika apte crime thriller
OCT,12,jalebi,Pushpdeep Bhardwaj,Rhea ChakrabortyDigangana SuryavanshiVarun Mitra,,2018,,,Vishesh Films,Drama Romance,6.1,pushpdeep bhardwaj rhea chakraborty digangana suryavanshi varun mitra drama romance
OCT,12,helicopter eela,Pradeep Sarkar,KajolRiddhi SenNeha DhupiaTota Roy Choudhury,,2018,,,"Pen India Limited, Ajay Devgn FFilms",Drama,5.6,pradeep sarkar kajol riddhi sen neha dhupia tota roy choudhury drama
OCT,12,fryday,Abhishek Dogra,GovindaVarun Sharma,,2018,,,"Inbox Pictures, PVR Pictures",Comedy Drama,5.2,abhishek dogra govinda varun sharma comedy drama
OCT,12,tumbbad,Rahi Anil Barve,Soham ShahHarish KhannaAnita Date,,2018,,,Color Yellow Productions,Drama Fantasy Horror Thriller,8.3,rahi anil barve soham shah harish khanna anita date drama fantasy horror thriller
OCT,18,namaste england,Vipul Shah,Arjun KapoorParineeti Chopra,,2018,,,"Pen India Limited, Reliance Entertainment",Comedy Drama Romance,2.2,vipul shah arjun kapoor parineeti chopra comedy drama romance
OCT,18,badhaai ho,Amit Ravindernath Sharma,Ayushman KhurranaSanya Malhotra,,2018,,,Junglee Pictures,Comedy Drama,8.0,amit ravindernath sharma ayushman khurrana sanya malhotra comedy drama
OCT,26,baazaar,Gauravv K. Chawla,Saif Ali KhanRadhika ApteChitrangada SinghDenzil SmithRohan MehraSonia Balani,,2018,,,"Emmay Entertainment, Kayta Production",Crime Drama Thriller,6.6,gauravv k. chawla saif ali khan radhika apte chitrangada singh denzil smith rohan mehra sonia balani crime drama thriller
OCT,26,5 weddings,Namrata Singh Gujral,Rajkummar RaoNargis FakhriBo DerekCandy ClarkAnneliese van der PolSuvinder Vicky,,2018,,,Uniglobe Entertainment,Comedy Drama Romance,3.6,namrata singh gujral rajkummar rao nargis fakhri bo derek candy clark anneliese van der pol suvinder vicky comedy drama romance
OCT,26,kaashi in search of ganga,Dhiraj Kumar,Sharman JoshiAishwarya DevanGovind NamdevManoj JoshiManoj PahwaAkhilendra Mishra,,2018,,,Insite India,Thriller,5.5,dhiraj kumar sharman joshi aishwarya devan govind namdev manoj joshi manoj pahwa akhilendra mishra thriller
OCT,26,dassehra,Manish Vatsalya,Neil Nitin MukeshTina DesaiGovind Namdev,,2018,,,Rash Production,Action Thriller,3.8,manish vatsalya neil nitin mukesh tina desai govind namdev action thriller
NOV,8,thugs of hindostan,Vijay Krishna Acharya,Amitabh BachchanAamir KhanFatima Sana ShaikhKatrina KaifMohammed Zeeshan Ayyub,,2018,,,Yash Raj Films,Action Adventure,4.0,vijay krishna acharya amitabh bachchan aamir khan fatima sana shaikh katrina kaif mohammed zeeshan ayyub action adventure
NOV,16,mohalla assi,Chandraprakash Dwivedi,Sunny DeolSakshi TanwarRavi KishanSaurabh ShuklaMukesh TiwariRajendra GuptaMithilesh Chaturvedi,,2018,,,Crossword Entertainment Pvt. Ltd., ,,chandraprakash dwivedi sunny deol sakshi tanwar ravi kishan saurabh shukla mukesh tiwari rajendra gupta mithilesh chaturvedi 
NOV,16,pihu,Vinod Kapri,Myra VishwakarmaPrerna Sharma,,2018,,,"RSVP Movies, Roy Kapur Films",Short Romance,7.7,vinod kapri myra vishwakarma prerna sharma short romance
NOV,16,hotel milan,Vishal Mishra,Kunaal Roy KapurKarishma SharmaZeishan QuadriJaideep AhlawatRajesh SharmaZakir Hussain,,2018,,,AD Films,Comedy Drama,3.8,vishal mishra kunaal roy kapur karishma sharma zeishan quadri jaideep ahlawat rajesh sharma zakir hussain comedy drama
NOV,21,tigers,Danis Tanović,Emraan HashmiKhalid AbdallaGeetanjali ThapaSupriya Pathak,,2018,,,"Sikhya Entertainment, A.S.A.P. Films",Drama,5.5,danis tanović emraan hashmi khalid abdalla geetanjali thapa supriya pathak drama
NOV,23,bhaiaji superhit,Neerraj Pathak,Sunny DeolPreity ZintaAmeesha PatelArshad WarsiShreyas TalpadeEvelyn Sharma,,2018,,,Metro Movies,Action Comedy Drama,4.0,neerraj pathak sunny deol preity zinta ameesha patel arshad warsi shreyas talpade evelyn sharma action comedy drama
NOV,29,2.0,S Shankar,RajnikanthAmy JacksonAkshay KumarAdil HussainSudhanshu Pandey,,2018,,,"Lyca Productions, Dharma Productions",Action Sci-Fi,6.3,s shankar rajnikanth amy jackson akshay kumar adil hussain sudhanshu pandey action sci- fi
NOV,30,rajma chawal,Leena Yadav,Rishi KapoorAnirudh TanwarAmyra Dastur,,2018,,,"SaarthiE, Netflix",Comedy Drama Family,5.8,leena yadav rishi kapoor anirudh tanwar amyra dastur comedy drama family
DEC,7,kedarnath,Abhishek Kapoor,Sushant Singh RajputSara Ali Khan,,2018,,,"RSVP Movies, Guy in the Sky Pictures",Drama Romance,6.6,abhishek kapoor sushant singh rajput sara ali khan drama romance
DEC,14,ascharyachakit!,Samit Kakkad,Priyanka BoseVaibhav Raj GuptaAnkit RaajAnangsha BiswasSantosh Juvekar,,2018,,,"Yoodlee films, Samit Kakkad Films",Drama Romance,4.9,samit kakkad priyanka bose vaibhav raj gupta ankit raaj anangsha biswas santosh juvekar drama romance
DEC,21,zero,Aanand L. Rai,Shah Rukh KhanKatrina KaifAnushka SharmaTigmanshu Dhulia,,2018,,,"Red Chillies Entertainment, Colour Yellow Productions",Comedy Drama Romance,5.4,aanand l. rai shah rukh khan katrina kaif anushka sharma tigmanshu dhulia comedy drama romance
